FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1012153,Pike Place Market - 1st Hill Farmers Market,http://www.pikeplacemarket.org,,,,,1200 9th Ave,Seattle,King,Washington,98101,06/03/2016 to 10/14/2016,Fri: 10:00 AM-2:00 PM;,,,,,,,-122.328889,47.610091,,6/30/2016 17:34
1012156,The Village Farmers Market in Creede,http://www.villagefarmersmarketcreede.com,Village Farmers Market,,,,550 N. Airport Road,Creede,Mineral,Colorado,81130,06/10/2016 to 09/02/2016,Fri: 12:00 PM-6:00 PM;,,,,,,,-106.9164953,37.8239687,,6/30/2016 18:00
1012157,Anaconda Community Market,http://www.anacondacommunityfoundation.org/anaconda-community-market.html,https://www.facebook.com/groups/478915098830452/,,,,Kennedy Commons (306 Main),Anaconda,Deer Lodge,Montana,59711,07/12/2016 to 09/13/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-112.954123,46.12798,,6/30/2016 18:19
1012158,21 Acres Farm Market,http://21acres.org,https://www.facebook.com/21Acres/,@21acres,21AcresCenter's channel,Instagram @21acres,13701 NE 171st Street,Woodinville,King,Washington,98072,01/01/2016 to 12/31/2016,Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 11:00 AM-6:00 PM;,,,,,,,-122.1569875,47.7502397,,6/30/2016 19:50
1012159,Scott County Farmers' Market,,,,,,600 Scott High Drive,Huntsville,Scott,Tennessee,37756,,Sat: 9:00 AM-2:00 PM;,,,,,,,-84.5328257,36.4061698,,6/30/2016 21:35
1012160,Edmonds Museum Summer Market,http:// www.historicedmonds.org/summer-market,https://www.facebook.com/edmondsmuseumsummermarket/,,,,5th Ave between Main and Bell & Bell St. between 5th & 6th Ave,Edmonds,Snohomish,Washington,98020,06/18/2016 to 10/01/2016,Sun: 9:00 AM-3:00 PM;,,,,,,,-122.376658,47.811372,,7/1/2016 0:42
1012161,Mount Vernon Farmers Market,http://mountvernonfarmersmarket.org,www.facebook.com/mountvernonwafarmersmarket,https://twitter.com/FarmMarketMV,,www.instagram.com/explore/locations/96519118/,Riverwalk Park between Gates St. and Myrtle St.,Mount Vernon,Skagit,Washington,98273,05/21/2016 to 10/15/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.311832,48.417071,,8/1/2016 17:16
1012163,Blairstown Farmers' Market,http://BlairstownFarmersMarket.com,https://www.facebook.com/foodshedalliance/,https://twitter.com/FoodshedNJ,,,5 Stillwater Road,Blairstown,Warren,New Jersey,7825,,Sat: 10:00 AM-2:00 PM;,,,,,,,-74.955689,40.982893,,7/1/2016 8:56
1012164,Northampton Tuesday Farmers' Market,http://www.northamptontuesdaymarket.com,https://www.facebook.com/northamptontuesdaymarket/,https://twitter.com/TuesdayMarket,,https://www.instagram.com/tuesdaymarket/,"99 Armory St., Northampton, MA 01060",Northampton,Hampshire,Massachusetts,1060,04/26/2016 to 11/08/2016,Tue: 1:30 PM-6:30 PM;,,,,,,,-72.630195,42.318193,,7/1/2016 9:17
1012165,Hampton Bays Farmers Market,http://www.stmaryshb.org,https://www.facebook.com/hamptonbaysfarmersmarket,@HBFarmersMrkt,,Instagram: hamptonbaysfarmersmarket,165 Ponquogue Avenue,Hampton Bays ,Suffolk,New York,11946,05/28/2016 to 09/03/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.513106,40.858696,,7/1/2016 9:04
1012166,Morris County Winter Farmers' Market,http://MorrisWinterFarmersMarket.com,https://www.facebook.com/MorrisCountyWinterFarmersMarket/,https://twitter.com/FoodshedNJ,,,26 Mills Street,Morristown,Morris,New Jersey,7960,,Sun: 10:00 AM-2:00 PM;,,,,,,,-74.489945,40.801309,,7/1/2016 9:03
1012167,Dewey Square Farmers Market,https://bostonpublicmarket.org/,https://www.facebook.com/BostonPublicMarket,BosPublicMarket,,Instagram - @BostonPublicMarket,600 Atlantic Ave,Boston,Middlesex,Massachusetts,2210,05/17/2016 to 11/22/2016,Tue: 11:30 AM-6:30 PM;Thu: 11:30 AM-6:30 PM;,,,,,,,-71.055537,42.352929,,7/1/2016 9:07
1012170,Port Washington Organic Farmers' Market,http://grassrootsinfo.org/farmersmarket.php,facebook.com/grassrootsinfo,twitter.com/GrassrootsEnvEd,,ngton-organic-farmers-market-port-washington,"Town Dock, Main Street",Port Washington,Nassau,New York,11050,06/11/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-73.702532,40.832058,,7/1/2016 9:21
1012171,Broome County Regional Farmers Market,http://www.bcregionalmkt.com,Facebook.com/broomecountyregionalfarmersmarket,,,,840 Upper Front St,Binghamton,Broome,New York,13905,6/25/2016,Tue: 4:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-75.906011,42.128211,,7/20/2016 13:01
1012172,Pine Bush Farmers Market,,,,,,62 Main Street,Pine Bush ,Orange,New York,12566,05/28/2016 to 10/15/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-74.300342,41.609526,,7/1/2016 9:40
1012173,Cary Downtown Farmers Market,http://www.caryfarmersmarket.com,https://www.facebook.com/CaryDowntownFarmersMarket/,@CaryNCfarmermkt,,,135 W. Chatham St,Cary,Wake,North Carolina,27511,04/02/2016 to 11/19/2016,Sat: 8:00 AM-12:30 PM;,04/01/2017 to 11/18/2017,Sat: 8:00 AM-12:30 PM;,,,,,-78.7823443,35.7869682,,7/1/2016 9:47
1012174,Hampstead Farmers' Market,http://www.hampsteadfarmersmarket.com,hampstead farmers market,,,,1341 N. Main Street,Hampstead,Carroll,Maryland,21074,06/04/2016 to 10/01/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-76.851717,39.610329,,7/1/2016 10:22
1012175,EastSide Market,http://chemung.cce.cornell.edu/agriculture/buy-local/farmers-markets,https://www.facebook.com/EastSideMarketElmiraNY/,,,,760 E Water Street,Elmira,Chemung,New York,14901,06/10/2016 to 10/21/2016,Fri: 2:30 PM-6:00 PM;,,,,,,,-76.7923531,42.0886921,,7/1/2016 10:25
1012176,Parkside-Kenilworth Farmers Market,http://www.community-foodworks.org/,,,,,3517 Jay St NE,Washington ,District of Columbia,District of Columbia,20019,,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.95111,38.906098,,7/1/2016 10:38
1012177,Cresco Farmers Market,http://www.howard-county.com,,,,,101 2nd Ave SW,Cresco,Howard,Iowa,52136,,Tue: 2:30 PM-5:30 PM;Fri: 2:30 PM-5:30 PM;,,,,,,,-92.118784,43.371656,,7/1/2016 11:00
1012178,Farmers' Market On Broadway,,,,,,,Green Bay,Brown,Wisconsin,54304,06/01/2016 to 09/28/2016,Wed: 3:00 PM-8:00 PM;,,,,,,,-88.020684,44.518088,,7/1/2016 10:50
1012179,Shorewood Farmers Market,http://www.shorewoodfarmersmarket.com/,https://www.facebook.com/shorewoodfarmersmarket/,,,,1600 E. Lake Bluff Blvd,Shorewood,Milwaukee,Wisconsin,53211,06/19/2016 to 10/23/2016,Sun: 9:30 AM-1:00 PM;,,,,,,,-87.890488,43.096929,,7/1/2016 10:55
1012182,Grizzly Green Market,http://www.umt.edu/dining/Sustainability/Grizzly%20Green%20Market/default.php,,,,,32 Campus Drive,Missoula,Missoula,Montana,59812,01/01/2016 to 12/31/2016,Thu: 10:00 AM-2:00 PM;,,,,,,,-113.983083,46.86023,,7/1/2016 11:53
1012183,Canal Market District,http://www.canalmarketdistrict.org,facebook.com/canalmarketdistrict,,,Instagram @canalmarketdistrict,24 East Canal St,Newark,Licking,Ohio,43055,06/03/2016 to 10/28/2016,Tue: 4:00 PM-7:00 PM;Fri: 4:00 AM-7:00 PM;,,,,,,,-82.401054,40.056583,,7/1/2016 12:03
1012184,WARSAW FARMERS' MARKET,,,,,,2444  NORTH MAIN ST.,Warsaw,Wyoming,New York,14569,07/07/2016 to 10/13/2016,Thu: 11:30 AM-4:00 PM;,,,,,,,-78.1290782,42.7634417,,7/1/2016 12:34
1012187,Midtown Farmers Market,http://www.midtownfarmersmarket.org,facebook.com/MidtownFarmersMarket/,@MidtownFarmMkt,,,2225 E. Lake Street,Minneapolis,Hennepin,Minnesota,55407,05/07/2016 to 10/29/2016,Tue: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-93.2387,44.947313,,7/1/2016 13:58
1012188,Santa Cruz River Farmers' Market,http://communityfoodbank.org,https://www.facebook.com/SantaCruzRiverFarmersMarket/,https://twitter.com/SantaCruzRiver,,,100 S. Avenida del Convento,Tucson ,Pima,Arizona,85745,01/01/2016 to ,Thu: 4:00 PM-7:00 PM;,,,,,,,-110.985666,32.219909,,7/1/2016 14:14
1012189,Market Place Thursdays,,Some Favorite Things Gallery,none,none,none,315 Old Corinth Rd,Hadley,Saratoga,New York,12835,06/30/2016 to 10/13/2016,Thu: 9:30 AM-1:00 PM;,,,,,,,-73.847538,43.316314,,7/26/2016 15:44
1012191,Old Town Scottsdale Farmers Market,http://arizonacommunityfarmersmarkets.com/FM_OldTownScottsdale.html,Old Town Scottsdale Farmers Market,Old Town Farmers Mkt @OTFM,,,3806 N. Brown Rd,Scottsdale ,Maricopa,Arizona,85251,10/15/2016 to 05/27/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-111.92509,33.491697,,7/1/2016 15:08
1012192,Downtown El Cajon Farmers Market,,https://www.facebook.com/DowntownElCajonFarmersMarket/,,,,201 E. Main Street,El Cajon,San Diego,California,92020,07/07/2016 to 08/25/2016,Thu: 3:00 PM-7:00 PM;,09/01/2016 to 12/01/2016,Thu: 3:00 AM-6:00 PM;,01/01/2016 to 05/26/2016,Thu: 3:00 PM-6:00 PM;,,,-116.960239,32.794701,,7/1/2016 15:03
1012194,Copake Hillsdale Farmer's Market,http://www.copakehillsdalefarmersmarket.com,facebook.com/copakehillsdalefarmersmarket,,,,9140 Route 22,Hillsdale,Columbia,New York,12529,05/01/2016 to 10/01/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-73.517481,42.170062,,7/1/2016 15:49
1012195,Montgomery Farmers' Market,http://montgomeryfarmersmarket.org,https://www.facebook.com/MontgomeryFM/?fref=ts,https://twitter.com/MontFarmersMkt,,https://www.instagram.com/montfarmersmkt/?hl=en,9609 Montgomery Road,Montgomery,Hamilton,Ohio,45242,05/07/2016 to 10/29/2016,Sun: 9:00 AM-12:30 PM;,,,,,,,-84.353673,39.231078,,7/1/2016 15:57
1012196,Ft. Wayne's Farmers Market,http://www.ftwaynesfarmersmarket.com,https://www.facebook.com/ftwaynesfm,https://twitter.com/ftwaynesfm,,,Douglass Street,Fort Wayne,Allen,Indiana,46802,10/08/2016 to 05/27/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-85.141517,41.074368,,7/1/2016 16:06
1012197,Saranac Green Market,http://www.saranacgreenmarket.com,SaranacGreenMarket,,,,Intersection of Picketts Corners Road and Route 3,Saranac,Clinton,New York,12981,07/03/2016 to 09/11/2016,Sun: 10:00 AM-1:00 PM;,,,,,,,-73.733963,44.66166,,7/1/2016 16:07
1012198,Uptown Farmers Market,http://www.uptownmarketaz.com,facebook.com/uptownmarketaz,Twitter: @uptownmarketaz,,Instagram: @uptownmarketaz,5757 N. Central Avenue,Phoenix,Maricopa,Arizona,85012,05/07/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,10/01/2016 to 04/29/2017,Sat: 9:00 AM-1:00 PM;,10/05/2016 to 06/28/2017,Wed: 9:00 AM-1:00 PM;,,,-112.070596,33.522619,,9/15/2016 16:47
1012199,Port Towns Farmers Mercado,http://www.ecoffshoots.org/food/ptfm/,https://www.facebook.com/PTFarmersMarket,,,,4521 Kenilworth Avenue,Bladensburg,Prince George's,Maryland,20710,06/04/2016 to 09/24/2016,Sat: 11:00 AM-3:00 PM;,,,,,,,-76.931042,38.944653,,7/1/2016 17:48
1012201,The Olympia Farmers Market,http://www.olympiafarmersmarket.com,www.facebook.com/olympiafarmersmarket,@olyfarmersmkt,,@olympiafarmersmarket,700 Capitol Way N,Olympia ,Thurston,Washington,98501,01/01/2016 to 12/31/2016,Thu: 10:00 AM-3:00 PM;Fri: 10:00 AM-3:00 PM;Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,-122.902506,47.050307,,7/1/2016 18:45
1012202,Lake Forest Park Farmers Market,http:// thirdplacecommons.org/farmers-market/,https://www.facebook.com/ThirdPlaceCommons/,,,,17171 Bothell Way NE,Lake Forest Park,King,Washington,98155,05/08/2016 to 10/16/2016,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.280325,47.754018,,7/1/2016 23:30
1012203,Saranac Lake Village Farmers Market,http://www.ausablevalleygrangefarmersmarkets.com,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,,Riverside Park,Saranac Lake,Franklin,New York,12983,06/04/2016 to 10/15/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-74.131251,44.32463,,7/2/2016 10:52
1012204,Westbrook Village Second Sundays Marketplace,http://www.westbrookvillage.org,,,,,19251 N Westbrook Parkway,Peoria ,Maricopa,Arizona,85382,10/01/2016 to 04/01/2017,Sun: 9:00 AM-1:00 PM;,,,,,,,-112.265596,33.658197,,7/2/2016 11:55
1012205,Barryville Farmers' Market,http://www.barryvillefarmersmarket.com/,https://www.facebook.com/barryvillefarmersmarket,,,,3385 Route 97,Barryville,Sullivan,New York,12719,05/14/2016 to 10/29/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-74.913476,41.477836,,7/2/2016 12:10
1012206,Lake Placid Farmers' Market ,http://www.ausablevalleygrangefarmersmarkets.com/lake-placid.html,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,,2322 Saranac Avenue,Lake Placid,Essex,New York,12946,06/29/2016 to 10/19/2016,Wed: 9:00 AM-1:00 PM;,,,,,,,-73.988205,44.29231,,7/2/2016 12:18
1012207,Schroon Lake Farmers' Market,http://www.ausablevalleygrangefarmersmarkets.com/schroon-lake.html,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,,15 Leland Ave,Schroon Lake,Essex,New York,12870,06/27/2016 to 08/29/2016,Mon: 9:00 AM-1:00 PM;,,,,,,,-73.7606489,43.8366949,,7/2/2016 12:21
1012208,Schmidt Family Farms,,,,,,4282 State Road,Medina,Medina,Ohio,44256,05/25/2016 to 09/28/2016,Wed: 1:00 PM-6:00 PM;,,,,,,,-81.707468,41.159139,,7/2/2016 18:10
1012209,Wolcott Area Farmers Market,,www.facebook.com/WolcottAreaFarmersMarket,,,,1 Northup Park,Wolcott,Wayne,New York,NY,06/09/2016 to 10/06/2016,Thu: 2:30 PM-6:00 PM;,,,,,,,-76.815495,43.220144,,7/2/2016 21:15
1012212,Weiser Farmer's Market,,Weiser Farmers Market,,,,1 State Street,Weiser ,Washington,Idaho,83672,08/18/2016 to 09/29/2016,Thu: 5:30 PM-7:30 PM;,,,,,,,-116.97113,44.244083,,7/3/2016 22:16
1012213,Urban Acres Produce,,,,,,839 N. Pine St.,Wilmington,New Castle,Delaware,19802, to 07/01/2016,,,,,,,,-75.542582,39.742037,,7/4/2016 0:17
1012215,Thurmont Main Street Farmer's Market,http://www.thurmontmainstreet.com,www.facebook.com/ThurmontFirst,,,,South Center Street,Thurmont ,Frederick,Maryland,21788,06/04/2016 to 09/24/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.4105309,39.622789,,7/4/2016 16:11
1012216,Maku'u Farmers Market,,https://www.facebook.com/makuufarmersmarket/,,,https://www.youtube.com/watch?v=EdDCec4xGPY,15-2131 Keaau Pahoa Highway,Pahoa,Hawaii,Hawaii,96778,01/01/2016 to 12/31/2016,Sun: 8:00 AM-2:00 PM;,,,,,,,-154.971986,19.536657,,7/4/2016 18:23
1012217,Trinidad Community Farmers Market ,http://Trinidadfarmersmarket.com,Trinidad Community Farmers Market ,,,,"Cimino Park , Modica Drive and Convent St ",Trinidad,Las Animas,Colorado,81082,06/01/2016 to 10/15/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-104.5047614,37.1656945,,7/4/2016 19:22
1012218,Hutto Co-Op Market Nights,http://visithutto.com/231/CO-OP-Market-Nights,https://www.facebook.com/downtownhutto/,,,,420 US Hwy 79,Hutto,Williamson,Texas,78634,02/03/2016 to 11/30/2016,Wed: 5:00 PM-8:00 PM;,,,,,,,-97.550922,30.543434,,7/5/2016 9:05
1012220,Farmers Markets at the Capitol,http://www.mifma.org,https://www.facebook.com/MichiganFarmersMarketAssociation/,,,,Capitol Ave & Michigan Ave,Lansing,Ingham,Michigan,48933,07/28/2016 to 09/22/2016,Thu: 10:00 AM-3:00 PM;,,,,,,,-84.5538744,42.7335912,,7/5/2016 9:24
1012222,Marshall Area Farmers Market,,Marshall Area Farmers Market ,,,,125 West Green Street,"Marshall, MI ",Calhoun,Michigan,49068,,Sat: 8:00 AM-1:00 PM;,,,,,,,-84.959151,42.270871,,7/5/2016 10:01
1012224,Muskegon Farmers Market,http://muskegonfarmersmarket.com,https://www.facebook.com/MuskegonFarmersMarket/,,,,242 W. Western Ave.,Muskegon ,Muskegon,Michigan,49440,05/07/2016 to 12/01/2016,Tue: 6:00 AM-3:00 PM;Thu: 6:00 AM-3:00 PM;Sat: 6:00 AM-3:00 PM;,11/26/2016 to 04/29/2017,Sun: 9:00 AM-2:00 PM;,,,,,-86.249198,43.238443,,7/20/2016 15:04
1012225,Mancelona Farmers Market,,Mancelonafarmersmarket,,,,121 State St,Mancelona,Antrim,Michigan,49659,05/19/2016 to 10/27/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-85.059364,44.90273,,7/5/2016 10:12
1012226,Lowell Area Farmers' Market,http://www.discoverlowell.org,Lowell Farmers Market,,,,Corner of Monroe and Avery ,Lowell,Kent,Michigan,49331,06/16/2016 to 09/15/2016,Thu: 12:00 PM-5:30 PM;,,,,,,,-85.336817,42.936083,,7/5/2016 10:16
1012227,Eaton Rapids Medical Center Farmer's Market,http://www.eatonrapidsmedicalcenter.org,Eaton Rapids Medical Center ,,,,1500 S. Main St. ,Eaton Rapids ,Eaton,Michigan,48827,05/20/2016 to 10/21/2016,Fri: 3:00 PM-6:00 PM;,,,,,,,-84.657876,42.495807,,7/5/2016 10:20
1012228,South East Area Farmers' Market,http://www.OKTjustice.org/farmers-market/,Southeast Area Farmers' Market,,,,900 Fuller Ave. SE,Grand Rapids,Kent,Michigan,49506,07/22/2016 to 11/12/2016,Fri: 3:00 PM-7:00 PM;Sat: 11:00 AM-3:00 PM;,,,,,,,-85.6393938,42.9464661,,7/5/2016 10:28
1012229,MARSHFIELD FARMERS MARKET,,MARSHFIELD FARMERS MARKET,,,,900 WASHINGTON,Marshfield ,Webster,Missouri,65706,05/01/2016 to 10/28/2016,Fri: 3:00 PM-7:00 PM;,,,,,,,-92.920421,37.33542,,7/5/2016 11:07
1012232,"Downtown Saginaw Farmers' Market, Inc.",http://www.saginawfarmersmarket.org,Downtown Saginaw Farmers Market,,,,507 S. Washington Avenue (M-13),Saginaw,Saginaw,Michigan,48601,05/27/2016 to 10/31/2016,Mon: 10:00 AM-3:00 PM;Wed: 10:00 AM-3:00 PM;Fri: 10:00 AM-3:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-83.941012,43.428552,,7/5/2016 11:26
1012233,Agricenter International Farmers Market,http://www.agricenter.org/farmers-market/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,,https://www.instagram.com/agricenterinternational/,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,38120,05/02/2016 to 10/01/2016,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,,,,,,,-89.8037477,35.128866,,7/5/2016 11:28
1012234,Ypsilanti Farmers Market - Downtown,http://growinghope.net,https://facebook.com/YpsilantiFarmersMarkets/,,,,16 S. Washington,Ypsilanti,Washtenaw,Michigan,48197,05/03/2016 to 10/25/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-83.615002,42.240217,,7/5/2016 11:55
1012235,New Baltimore Farmers Market,http://www.newbaltimorefarmersmarket.com,https://www.facebook.com/New-Baltimore-Farmers-Market-Fan-Page-298736159230/,,,Instagram: nb_farmers_market,Grassy Lot next to 50976 Washington Street,New Baltimore,Macomb,Michigan,48047,06/05/2016 to 10/16/2016,Sun: 8:00 AM-1:00 PM;,11/26/2016 to 11/26/2016,Sat: 10:00 AM-3:00 PM;,,,,,-82.7344481,42.6796429,,7/5/2016 12:12
1012236,Ypsilanti Farmers Market - Depot Town,http://growinghope.net/farmers-markets/ypsilanti/,https://facebook.com/YpsilantiFarmersMarkets/,,,,100 Rice St,Ypsilanti,Washtenaw,Michigan,48197,05/07/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.610492,42.246295,,7/5/2016 12:05
1012237,Fairmont Farmers Market Downtown Location,,https://www.facebook.com/Fairmont-Farmers-Market-106429072728729/,,,,Adams Street,Fairmont,Marion,West Virginia,26554,06/07/2016 to 10/25/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-80.141524,39.485128,,7/5/2016 12:57
1012238,Nyack Farmers Market,http://Nyackchamber.org,Nyack Farmers Market,Nyack Farmers Market,Nyack Farmers Market,Nyack Farmers Market,Main Street Parking Lot- Downtown Nyack,Nyack,Rockland,New York,10960,04/07/2016 to 11/23/2016,Thu: 8:00 AM-2:00 PM;,,,,,,,-73.92035,41.091089,,7/5/2016 12:59
1012239,"Foothills Farmers' Market, Inc.",http://www.foothillsfarmersmarket.com,https://www.facebook.com/foothillsfarmersmarket/,,,,126 W. Marion Street,Shelby,Cleveland,North Carolina,28152,01/01/2016 to 12/31/2016,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-81.5411997,35.2920003,,7/5/2016 13:01
1012240,Tupper Lake Farmers' Market,http://www.tupperlakefarmersmarket.com,https://www.facebook.com/TupperLakeFarmersMarket/,,,,"The Wild Center, 45 Museum Drive",Tupper Lake,Franklin,New York,12986,06/09/2016 to 09/22/2016,Thu: 10:00 AM-2:00 PM;,,,,,,,-74.439323,44.219995,,7/5/2016 13:02
1012241,Marine City Farmer's Market,,https://www.facebook.com/FarmersMarketMC/?fref=ts,,,,310 S Parker St,Marine City,St. Clair,Michigan,48039,07/14/2016 to 09/29/2016,Thu: 8:00 AM-1:00 PM;,,,,,,,-82.501097,42.71615,,7/5/2016 13:05
1012242,Fairmont Farmers Market I-79 Technology Park Location ,,https://www.facebook.com/Fairmont-Farmers-Market-106429072728729/,,,,3000 Technology Drive,Fairmont ,Marion,West Virginia,26554,06/02/2016 to 10/27/2016,Thu: 4:00 PM-6:00 PM;,,,,,,,-80.191687,39.431586,,7/5/2016 13:04
1012243,Downtown Fond du Lac Farmers Market - Saturday,http://www.downtownfdl.com/farmers-market.html,https://www.facebook.com/FondDuLacFarmersMarket/,,https://www.youtube.com/channel/UCA4zODGpao80RPD27BFfPzA,https://www.instagram.com/downtownfdl/,Main Street from Western Ave. to Sheboygan St.,Fond du Lac,Fond du Lac,Wisconsin,54935,05/14/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.446973,43.775364,,7/5/2016 13:06
1012244,Nyack Indoor Winter Farmers' Market,http://Nyackchamber.org,Nyack Farmers Market,Nyack Farmers Market,Nyack Farmers Market,Nyack Farmers Market,Nyack Center- 58 Depew Avenue,Nyack,Rockland,New York,10960,12/01/2016 to 03/30/2017,Thu: 8:00 AM-2:00 PM;,,,,,,,-73.9190023,41.0894236,,7/5/2016 13:09
1012245,Northwest Detroit Farmers' Market,,https://www.facebook.com/nwdetroitfarmersmarket/,,,Instagram @nwdetroitfarmersmarket,18445 Scarsdale St.,Detroit,Wayne,Michigan,48223,06/02/2016 to 10/13/2016,Thu: 4:00 PM-8:00 PM;,,,,,,,-83.2236095,42.4068148,,7/5/2016 13:13
1012246,Grafton Farmers Market,,https://www.facebook.com/Grafton-Farmers-Market-819537644757046/,,,,Main Street,Grafton,Taylor,West Virginia,26354,05/25/2016 to 10/12/2016,Wed: 3:00 PM-6:00 PM;Sat: 1:00 PM-4:00 PM;,,,,,,,-80.01714,39.340373,,7/5/2016 13:16
1012247,Vicksburg Farmers' Market,http://Www.vicksburgfarmersmarket.com,Vicksburg Farmers' Market,,,,300 N. Richardson ,Vicksburg,Kalamazoo,Michigan,49097,,Fri: 2:30 PM-6:30 PM;,,,,,,,-85.528345,42.126553,,7/5/2016 13:28
1012249,Madison Farmers Market,,dawson madison farmers market,,,,Highway 40 E. and 1st St.,Madison ,Lac qui Parle,Minnesota,56256,06/21/2016 to 10/11/2016,Tue: 8:30 AM-12:00 PM;,,,,,,,-96.1754168,45.0087575,,7/5/2016 15:18
1012250,Dundee Farmers Market,https://heartofdundee.com/farmers-market/,https://www.facebook.com/dundeefarmersmarket/?fref=ts,,,,"Downtown Dundee, In the Triangle",DUNDEE,Monroe,Michigan,48131,05/15/2016 to 10/16/2016,Sun: 10:00 AM-3:00 PM;,,,,,,,-83.660742,41.957342,,7/5/2016 15:10
